"date","dayTrip","prov","oil","xchange","month","weekday","unemploy","covid"
2017-01-01,16245,"Canada",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,896,"Quebec",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,83,"Saskatchewan",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,13,"Yukon",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,0,"Nova Scotia",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,11762,"Ontario",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,14,"Alberta",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,1158,"New Brunswick",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,248,"Manitoba",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-01,2071,"British Columbia",48.506,0.743872,"January","weekend",4.689,"prepan"
2017-01-02,1004,"New Brunswick",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,0,"Nova Scotia",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,10339,"Ontario",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,154,"Manitoba",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,49,"Alberta",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,15207,"Canada",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,1080,"Quebec",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,65,"Yukon",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,2495,"British Columbia",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-02,21,"Saskatchewan",48.511,0.744185,"January","weekday",4.688,"prepan"
2017-01-03,28,"Alberta",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,6616,"Ontario",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,59,"Manitoba",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,550,"Quebec",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,58,"Yukon",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,0,"Nova Scotia",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,9968,"Canada",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,1724,"British Columbia",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,35,"Saskatchewan",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-03,898,"New Brunswick",48.516,0.746178,"January","weekday",4.686,"prepan"
2017-01-04,61,"Saskatchewan",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,576,"New Brunswick",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,9797,"Canada",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,46,"Alberta",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,192,"Manitoba",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,1681,"British Columbia",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,7,"Yukon",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,730,"Quebec",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,0,"Nova Scotia",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-04,6504,"Ontario",48.52,0.751235,"January","weekday",4.684,"prepan"
2017-01-05,34,"Saskatchewan",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,803,"Quebec",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,312,"Manitoba",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,10534,"Canada",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,6661,"Ontario",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,1690,"British Columbia",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,970,"New Brunswick",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,11,"Yukon",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,0,"Nova Scotia",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-05,53,"Alberta",48.523,0.755388,"January","weekday",4.682,"prepan"
2017-01-06,47,"Saskatchewan",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,267,"Manitoba",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,18,"Yukon",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,1875,"British Columbia",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,1180,"New Brunswick",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,0,"Nova Scotia",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,13156,"Canada",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,44,"Alberta",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,899,"Quebec",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-06,8826,"Ontario",48.527,0.756313,"January","weekday",4.68,"prepan"
2017-01-07,0,"Nova Scotia",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,118,"Saskatchewan",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,18451,"Canada",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,59,"Alberta",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,2916,"British Columbia",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,1498,"New Brunswick",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,1467,"Quebec",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,19,"Yukon",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,393,"Manitoba",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-07,11981,"Ontario",48.529,0.755632,"January","weekend",4.678,"prepan"
2017-01-08,1234,"New Brunswick",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,37,"Saskatchewan",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,1104,"Quebec",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,13981,"Canada",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,0,"Nova Scotia",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,401,"Manitoba",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,20,"Yukon",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,2341,"British Columbia",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,64,"Alberta",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-08,8780,"Ontario",48.531,0.755592,"January","weekend",4.675,"prepan"
2017-01-09,0,"Nova Scotia",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,5731,"Ontario",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,43,"Saskatchewan",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,39,"Yukon",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,841,"New Brunswick",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,1525,"British Columbia",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,9160,"Canada",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,35,"Alberta",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,726,"Quebec",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-09,220,"Manitoba",48.533,0.756304,"January","weekday",4.673,"prepan"
2017-01-10,174,"Manitoba",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,17,"Yukon",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,40,"Saskatchewan",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,45,"Alberta",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,0,"Nova Scotia",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,929,"New Brunswick",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,7863,"Canada",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,629,"Quebec",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,4424,"Ontario",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-10,1605,"British Columbia",48.533,0.757014,"January","weekday",4.67,"prepan"
2017-01-11,0,"Nova Scotia",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,229,"Manitoba",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,819,"New Brunswick",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,9712,"Canada",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,1668,"British Columbia",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,768,"Quebec",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,17,"Yukon",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,6116,"Ontario",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,33,"Alberta",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-11,62,"Saskatchewan",48.533,0.758082,"January","weekday",4.667,"prepan"
2017-01-12,1084,"New Brunswick",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,1759,"British Columbia",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,0,"Nova Scotia",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,164,"Manitoba",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,853,"Quebec",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,13,"Yukon",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,10937,"Canada",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,6976,"Ontario",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,36,"Alberta",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-12,52,"Saskatchewan",48.532,0.760417,"January","weekday",4.663,"prepan"
2017-01-13,2046,"British Columbia",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,0,"Nova Scotia",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,1140,"New Brunswick",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,54,"Alberta",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,28,"Yukon",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,10628,"Ontario",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,872,"Quebec",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,456,"Manitoba",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,15290,"Canada",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-13,66,"Saskatchewan",48.531,0.76151,"January","weekday",4.66,"prepan"
2017-01-14,15276,"Ontario",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,1340,"New Brunswick",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,14,"Yukon",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,132,"Saskatchewan",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,0,"Nova Scotia",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,22324,"Canada",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,360,"Manitoba",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,3503,"British Columbia",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,68,"Alberta",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-14,1631,"Quebec",48.528,0.762166,"January","weekend",4.656,"prepan"
2017-01-15,19381,"Canada",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,1296,"New Brunswick",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,0,"Nova Scotia",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,12750,"Ontario",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,413,"Manitoba",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,3410,"British Columbia",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,1317,"Quebec",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,39,"Yukon",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,43,"Alberta",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-15,113,"Saskatchewan",48.525,0.761893,"January","weekend",4.653,"prepan"
2017-01-16,0,"Nova Scotia",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,2633,"British Columbia",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,8069,"Ontario",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,13059,"Canada",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,281,"Manitoba",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,16,"Yukon",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,69,"Alberta",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,950,"Quebec",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,984,"New Brunswick",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-16,57,"Saskatchewan",48.521,0.761607,"January","weekday",4.649,"prepan"
2017-01-17,84,"Alberta",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,8687,"Canada",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,610,"Quebec",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,55,"Saskatchewan",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,237,"Manitoba",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,0,"Nova Scotia",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,27,"Yukon",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,5020,"Ontario",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,1586,"British Columbia",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-17,1068,"New Brunswick",48.515,0.762663,"January","weekday",4.645,"prepan"
2017-01-18,43,"Saskatchewan",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,266,"Manitoba",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,678,"Quebec",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,53,"Alberta",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,1585,"British Columbia",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,6382,"Ontario",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,920,"New Brunswick",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,0,"Nova Scotia",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,9942,"Canada",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-18,15,"Yukon",48.509,0.758379,"January","weekday",4.641,"prepan"
2017-01-19,44,"Alberta",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,1644,"British Columbia",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,0,"Nova Scotia",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,856,"New Brunswick",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,10758,"Canada",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,714,"Quebec",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,43,"Saskatchewan",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,7100,"Ontario",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,332,"Manitoba",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-19,25,"Yukon",48.501,0.752161,"January","weekday",4.637,"prepan"
2017-01-20,326,"Manitoba",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,2270,"British Columbia",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,13882,"Canada",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,61,"Saskatchewan",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,9007,"Ontario",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,58,"Alberta",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,31,"Yukon",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,856,"Quebec",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,0,"Nova Scotia",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-20,1273,"New Brunswick",48.492,0.750018,"January","weekday",4.633,"prepan"
2017-01-21,115,"Saskatchewan",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,3434,"British Columbia",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,306,"Manitoba",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,14217,"Ontario",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,21385,"Canada",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,97,"Alberta",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,1555,"Quebec",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,1563,"New Brunswick",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,98,"Yukon",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-21,0,"Nova Scotia",48.483,0.750078,"January","weekend",4.63,"prepan"
2017-01-22,265,"Manitoba",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,0,"Nova Scotia",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,2560,"British Columbia",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,28,"Yukon",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,54,"Alberta",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,1507,"New Brunswick",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,8997,"Ontario",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,39,"Saskatchewan",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,1129,"Quebec",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-22,14579,"Canada",48.472,0.750644,"January","weekend",4.626,"prepan"
2017-01-23,0,"Nova Scotia",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,23,"Yukon",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,1602,"British Columbia",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,55,"Alberta",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,5831,"Ontario",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,972,"New Brunswick",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,184,"Manitoba",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,50,"Saskatchewan",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,9360,"Canada",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-23,643,"Quebec",48.46,0.753395,"January","weekday",4.622,"prepan"
2017-01-24,5579,"Ontario",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,188,"Manitoba",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,66,"Alberta",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,0,"Nova Scotia",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,1592,"British Columbia",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,8419,"Canada",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,31,"Yukon",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,390,"Quebec",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,524,"New Brunswick",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-24,49,"Saskatchewan",48.446,0.759257,"January","weekday",4.618,"prepan"
2017-01-25,54,"Saskatchewan",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,190,"Manitoba",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,9804,"Canada",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,1748,"British Columbia",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,69,"Alberta",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,652,"New Brunswick",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,0,"Nova Scotia",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,3,"Yukon",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,628,"Quebec",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-25,6460,"Ontario",48.432,0.763265,"January","weekday",4.615,"prepan"
2017-01-26,6810,"Ontario",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,47,"Saskatchewan",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,1032,"New Brunswick",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,240,"Manitoba",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,0,"Nova Scotia",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,10797,"Canada",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,5,"Yukon",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,1935,"British Columbia",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,680,"Quebec",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-26,48,"Alberta",48.416,0.763258,"January","weekday",4.611,"prepan"
2017-01-27,16668,"Canada",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,2616,"British Columbia",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,0,"Nova Scotia",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,327,"Manitoba",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,11621,"Ontario",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,799,"Quebec",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,1147,"New Brunswick",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,81,"Alberta",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,69,"Saskatchewan",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-27,8,"Yukon",48.399,0.762252,"January","weekday",4.607,"prepan"
2017-01-28,4310,"British Columbia",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,10,"Yukon",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,136,"Saskatchewan",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,0,"Nova Scotia",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,12143,"Ontario",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,1287,"Quebec",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,330,"Manitoba",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,76,"Alberta",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,19915,"Canada",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-28,1623,"New Brunswick",48.38,0.760915,"January","weekend",4.603,"prepan"
2017-01-29,8758,"Ontario",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,410,"Manitoba",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,12,"Yukon",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,2723,"British Columbia",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,1115,"Quebec",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,51,"Alberta",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,132,"Saskatchewan",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,1438,"New Brunswick",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,0,"Nova Scotia",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-29,14639,"Canada",48.361,0.761306,"January","weekend",4.6,"prepan"
2017-01-30,0,"Nova Scotia",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,29,"Yukon",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,4863,"Ontario",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,714,"Quebec",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,61,"Alberta",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,166,"Manitoba",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,1698,"British Columbia",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,8511,"Canada",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,31,"Saskatchewan",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-30,949,"New Brunswick",48.34,0.763845,"January","weekday",4.596,"prepan"
2017-01-31,719,"Quebec",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,0,"Nova Scotia",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,160,"Manitoba",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,994,"New Brunswick",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,4510,"Ontario",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,1605,"British Columbia",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,8130,"Canada",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,55,"Saskatchewan",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,32,"Yukon",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-01-31,55,"Alberta",48.318,0.765662,"January","weekday",4.592,"prepan"
2017-02-01,16,"Yukon",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,217,"Manitoba",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,0,"Nova Scotia",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,612,"Quebec",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,884,"New Brunswick",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,5780,"Ontario",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,9285,"Canada",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,45,"Saskatchewan",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,1692,"British Columbia",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-01,39,"Alberta",48.295,0.765607,"February","weekday",4.588,"prepan"
2017-02-02,19,"Yukon",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,6235,"Ontario",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,987,"New Brunswick",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,0,"Nova Scotia",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,10159,"Canada",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,60,"Alberta",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,41,"Saskatchewan",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,1814,"British Columbia",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,728,"Quebec",48.27,0.767429,"February","weekday",4.583,"prepan"
2017-02-02,275,"Manitoba",48.27,0.767429,"February","weekday",4.583,"prepan"
